source_record_id,source_name,source_row_number,generic_original,strength_original,parse_status,parse_reason
SRCM-ee64d0a6a2a1bfb5d4bd8674,MARKET,8131,Fluticasone Propionate (Inhaler),250 mcg/metered dose,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-de6c58dcdbd77e005e03c601,MARKET,8227,Inactivated Influenza Vaccine,0.5 ml/prefilled syringe,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-25b6de0e349d4b93d4da0a7c,MARKET,8449,Iron + Folic Acid + Vitamin B Complex + Vitamine C + Zinc Sulfate,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-d6bd7d453f325c0ba6ab6516,MARKET,8450,Iron + Folic acid + Vitamin B complex + Vitamin C,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-1f31fde8ccc542427e310793,MARKET,8462,"Vitamin B6, B9 & B12",25 mg+2.5 mg+1 mg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-d8ed928d9f9a2a53ad9a2c5a,MARKET,8471,"Vitamin B6, B9 & B12",25 mg+2.5 mg+1 mg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-762cc2bb47d77ed28fcd9621,MARKET,8535,Teriparatide,20 mcg/80 mcl,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-2d3281c48e795f3cfb3daad1,MARKET,8536,Multivitamin & Multimineral [For nursing mother],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-5d7dbd3eb2350deb3cb76ac8,MARKET,8603,Triamcinolone + Neomycin + Nystatin + Gramicidin,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-1d102f54cf03534347c184e8,MARKET,8604,Triamcinolone + Neomycin + Nystatin + Gramicidin,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-7394bcde1b9135dbe377ec3a,MARKET,8696,Benzathine Penicillin,6 lac units/vial,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-d02948e3dbb85fe7b119cbcf,MARKET,8697,Benzathine Penicillin,12 lac units/vial,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-667b5556c6132d37904b7ebe,MARKET,8790,Bicarbonate Component [HCO3 Hemodialysis Solution],,FAILED,MISSING_STRENGTH
SRCM-9f0a9c9d39de394c62252f55,MARKET,8817,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-d4813c278d4628c0aafa6a9a,MARKET,8827,Multivitamin [Pediatric preparation],,FAILED,MISSING_STRENGTH
SRCM-ea80b4b415c31c1ee9124873,MARKET,8854,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-230fa257ae59255ac9c2c510,MARKET,8855,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-04c03d6c8560aa0298603d49,MARKET,8856,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-ccb32103494f7e9fedd3902a,MARKET,8912,"Human Papillomavirus Quadrivalent (Types 6, 11, 16, and 18)",0.5 ml,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-b4548bef7c9ed846de7576cd,MARKET,8945,Ispaghula Husk + Ispaghula Seed + Tinnevelly Senna Pods,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-70f4f075ac2afa1ab59150ad,MARKET,9072,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 100 IU/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCM-7f14a517105cc701c2f7dbd3,MARKET,9073,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 100 IU/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCM-552e3f8aae7b8a044e42dd29,MARKET,9088,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-452a545fdcd784c2fd57d972,MARKET,9097,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-5ca5e3b5df0c5c03ce9fe166,MARKET,9142,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-3bfcdc944f4336ef84b290d8,MARKET,9263,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-bd81e84070be6301c354bb08,MARKET,9302,Dextrose & Hartmann's Solution,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-7f456d731f6eaa09f55503b4,MARKET,9334,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-8286c4620f9093731b751a78,MARKET,9335,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-df47003ffe40317d13855020,MARKET,9336,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-361d2d30be89c40e9f57324d,MARKET,9337,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-431679e943ffb0865189c20a,MARKET,9339,Macrogol [Polypropylene glycol] + Electrolytes,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-37d3a0c5a39807690cdd4d20,MARKET,9397,Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-feca6a6a032a8889b9204b5b,MARKET,9399,Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-9f15ce2964f6105e0e47bb89,MARKET,9400,Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-40c342377cfa8055500545a4,MARKET,9401,Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-5c0b356f5728feb0d1567258,MARKET,9403,Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-52e55046a7813c683968a88f,MARKET,9404,Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-1a766e7a2966cffeb6c8ea11,MARKET,9405,Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-fcd73d9ea2d940d202ec0f76,MARKET,9414,Polygeline + Electrolytes,3.50%,AMBIGUOUS,INGREDIENT_STRENGTH_COUNT_MISMATCH
SRCM-aaddebceb02796f173ac0e5c,MARKET,9440,Iron + Folic Acid + Vitamin A + Vitamin C + Zinc,1 gm/sachet,AMBIGUOUS,INGREDIENT_STRENGTH_COUNT_MISMATCH
SRCM-64bc8000a695ad143092ebf7,MARKET,9441,Multivitamin & Multimineral [A-Z for infanrs & childrens],1 gm/sachet,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-86d29ba017ad8c8df71708dc,MARKET,9477,Dextrose & Hartmann's Solution,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-4cd340bfad5f00e3c39157b0,MARKET,9478,Hartmann's Solution,,FAILED,MISSING_STRENGTH
SRCM-ee85d4ac5bba6bfad8ae51f7,MARKET,9479,Hartmann's Solution,,FAILED,MISSING_STRENGTH
SRCM-794d5e2ce30f93d10c9bf521,MARKET,9480,Hartmann's Solution,,FAILED,MISSING_STRENGTH
SRCM-737b3548621cc53bfff80fe6,MARKET,9485,Bicarbonate Component [HCO3 Hemodialysis Solution],,FAILED,MISSING_STRENGTH
SRCM-1b2e0763188722206a4f1e13,MARKET,9486,Acidic component [HCO3 Hemodialysis Solution],,FAILED,MISSING_STRENGTH
SRCM-c5e3f7a2c59c91ffdfc81762,MARKET,9515,Multivitamin [Pediatric preparation],,FAILED,MISSING_STRENGTH
SRCM-8b6abc97bf9332fcd8b576ec,MARKET,9516,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-afe61c753dba91e44b17622a,MARKET,9568,"Diphtheria, Tetanus, Pertussis, Hepatitis B, Poliomyelitis, Influenzae Vaccine",0.5 ml/prefilled syringe,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-6d6144a5a5a0ce45fa9fa06e,MARKET,9570,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-1307e46ce2cf15e04157e59d,MARKET,9622,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-8870f8426f234061b1da78af,MARKET,9623,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-d56a8a8233ec886793917734,MARKET,9634,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-9fce4b3a682d361755296d0d,MARKET,9681,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 100 IU/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCM-cf035d04bd959bbd3ba03716,MARKET,9682,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 100 IU/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCM-5e7a412cdaabac2200b021ae,MARKET,9698,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-fc9ae604bcb147c28d3c9afc,MARKET,9739,"Vitamin C, Vitamin E, Lutein, Copper & Zinc",,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-f50eeb257acad5fc4eef0c45,MARKET,9758,Ibandronic Acid & Calcium Orotate,150 mg & 400 mg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-bc75b07d9534b15093059aa1,MARKET,9762,"Vitamin C, Vitamin E, Lutein, Copper & Zinc",,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-4fffa6f2bf595482121b996d,MARKET,9778,"Vitamin C, Vitamin E, Lutein, Copper & Zinc",,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-0f54a651dc2727e5f6ef38c0,MARKET,9787,Ifosfamide,2 gm & 1600 mg,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-14518c156344c25b97488c95,MARKET,9788,Ifosfamide,1 gm & 800 mg,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-0b1315d788475a73b54c9984,MARKET,9858,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-78d657225e183c5226ee1687,MARKET,9859,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-5aa67a392e27d332a7b55b2b,MARKET,9913,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-1a59f72c036496ae540d3700,MARKET,9914,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-6559eb55372fccc7f568fd98,MARKET,9934,Inactivated Influenza Vaccine,0.5 ml/prefilled syringe,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-d6a71b9cda9b70f55e9e4a14,MARKET,9992,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 40 IU/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCM-99f3f30fcb4857111441a881,MARKET,9993,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 100 IU/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCM-e6ebb9ab83a27b6738b3ab5a,MARKET,9994,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 100 IU/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCM-f541251802a900bf705cff2e,MARKET,9995,Insulin Human [rDNA] + Isophane Insulin Human,50%+50% in 100 IU/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCM-d68ea53aa9fac7d7962342e4,MARKET,10030,Insulin Human [rDNA] + Isophane Insulin Human,25%+75% in 100 IU/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCM-6fcd0e45fbd7707ef60cc05d,MARKET,10031,Insulin Human [rDNA] + Isophane Insulin Human,25%+75% in 100 IU/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCM-6c3d0085ff2d16087e9c5a0a,MARKET,10040,Insulin Human [rDNA] + Isophane Insulin Human,50%+50% in 100 IU/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCM-ad0e6ecfbe8d721d7e74c86e,MARKET,10041,Insulin Human [rDNA] + Isophane Insulin Human,30%+70% in 100 IU/ml,AMBIGUOUS,AMBIGUOUS_SHARED_DENOMINATOR
SRCM-93641ed00330b3101a37add4,MARKET,10046,Iron Polymaltose Complex + Folic Acid + Zinc + Vitamin B-Complex,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-b95bdaccdce927cefa80e14b,MARKET,10052,Paliperidone Palmitate,150 mg/prefilled syringe,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-41152724be15fe86772ad940,MARKET,10053,Paliperidone Palmitate,100 mg/prefilled syringe,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-01187206896098a4a38be79e,MARKET,10054,Paliperidone Palmitate,75 mg/prefilled syringe,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-87ad01f9041c57e267c6e83b,MARKET,10057,Enoxaparin Sodium,4000 Anti-Xa IU/0.4 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-98865dd61830e86bbc267a95,MARKET,10058,Enoxaparin Sodium,6000 Anti-Xa IU/0.6 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-617aa33c27efb70a55a898ab,MARKET,10059,Enoxaparin Sodium,8000 Anti-Xa IU/0.8 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-da60b594f682b7579474b7b1,MARKET,10089,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-9167aa9e5719de1de077b9f2,MARKET,10102,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-781e487f4c39ef7e04cd909f,MARKET,10119,Iron Polymaltose Complex + Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-108e0724856ef66d52e7dc09,MARKET,10120,Iron + Folic acid + Vitamin B complex + Vitamin C,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-ecd7450cf4114445825a7e61,MARKET,10240,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-4b9d4fe819959de4191fbd85,MARKET,10247,Multivitamin & Multimineral,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-6f98de9c1074c726037db47a,MARKET,10248,Multivitamin [Adult preparation],,FAILED,MISSING_STRENGTH
SRCM-624f4eef4948638dfdcefe89,MARKET,10258,Glucose 11% + Vamin 18 Novum + Intralipid 20%,1440 ml/bag,AMBIGUOUS,INGREDIENT_STRENGTH_COUNT_MISMATCH
SRCM-70cae43c89aa6998d5e4f966,MARKET,10259,Glucose 19% + Vamin 18 Novum + Intralipid 20%,1026 ml/bag,AMBIGUOUS,INGREDIENT_STRENGTH_COUNT_MISMATCH
SRCM-bfcc37caa4b0e90b0b4b8851,MARKET,10262,Oral Rehydration Salt [Flavored],,FAILED,MISSING_STRENGTH
SRCM-89f84055657eda439077c207,MARKET,10277,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-1b68c90539b4ef18586c10ff,MARKET,10299,Carbonyl Iron + Folic Acid + Zinc Sulfate + Vitamin B Complex + Vitamin C,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-f65955e439284a4e274e24bd,MARKET,10335,Ketoprofen (oral & injection),100 mg/2 ml,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-2148a017ff11c07d6e6b5913,MARKET,10366,Ketoprofen (oral & injection),50 mg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-3cc30cf3922764d5d37074b1,MARKET,10373,Ketoprofen (oral & injection),100 mg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-6521e0435ef5d18450c9903d,MARKET,10396,Ketoprofen (oral & injection),50 mg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-b09eb6af65c0ad2deaa88094,MARKET,10397,Ketoprofen (oral & injection),100 mg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-72939c7cc25eb5f732e3f270,MARKET,10398,Ketoprofen (oral & injection),100 mg/2 ml,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-2a2ff5e6311d0f6e75dd66cc,MARKET,10399,Ketoprofen (oral & injection),100 mg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-0166e9db07af76b0073decbe,MARKET,10400,Ketoprofen (oral & injection),100 mg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-b19d1174119e2533de3edbd9,MARKET,10460,Amino Acid + Calcium,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-e92228b8515195b989f680ee,MARKET,10472,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-de7e64ba364562fb44c633bf,MARKET,10475,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-3b2173a20de8a04d5977525b,MARKET,10477,Multivitamin & Multimineral,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-8c61e117b943a9ebeb09da80,MARKET,10478,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-98d96f595d2d58ab66a3e82a,MARKET,10479,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-0928252f48a4bda64484ac79,MARKET,10482,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-73a8c49e0049d24c4dfd0905,MARKET,10484,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-c7bd5ccc33e3431b41adfbef,MARKET,10485,Multivitamin & Multimineral [A-Z syrup preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-38e204b041d9ba9125a3c31e,MARKET,10487,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-aeab795f722e619f823f909e,MARKET,10488,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-9b5bbd2c2329e89f4c0c4a20,MARKET,10489,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-ca3eb1be8ff776048e552ee5,MARKET,10499,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-0cb417fd4e6f18dfbbaed0e3,MARKET,10568,Ketoprofen (oral & injection),100 mg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-4271db742866d04a2b6da046,MARKET,10581,Cholera Saline,,FAILED,MISSING_STRENGTH
SRCM-3ee367a9ea4471115e1a496d,MARKET,10582,Cholera Saline,,FAILED,MISSING_STRENGTH
SRCM-5b31c2e76798525e6e47aaa5,MARKET,10588,Ketoprofen (oral & injection),200 mg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-a5fc42ec8c43487fe369fb1d,MARKET,10589,Ketoprofen (oral & injection),100 mg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-f8765325aab42ed5a6dd2a94,MARKET,10594,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-b8a40fa450ca3f13cb5318b5,MARKET,10595,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-8c7f651bdff528f5dc60572c,MARKET,10596,"Vitamin B1, B6 & B12",(100 mg+100 mg+1 mg)/3 ml,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-2c1e59b1f9dc1fa6f86691a5,MARKET,10597,Multivitamin & Multimineral,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-2b4d2a87d045a176e8a7f273,MARKET,10598,"Vitamin C, Vitamin E, Lutein, Copper & Zinc",,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-33f2d7af448efb4792fc5ac8,MARKET,10602,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-22b894546627895f73007f52,MARKET,10603,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-197aa4f4f4742eb43b720943,MARKET,10604,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-fd8463bc47d4c6c00a16cd80,MARKET,10605,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-1ac23d16350168e1e121121b,MARKET,10606,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-99fe5664e869b41455e444f1,MARKET,10656,Hartmann's Solution,,FAILED,MISSING_STRENGTH
SRCM-63fddcfafb839b483e7f0876,MARKET,10657,Hartmann's Solution,,FAILED,MISSING_STRENGTH
SRCM-1f09ca65b7a430d2331d9a9a,MARKET,10689,Benzathine Penicillin,12 lac units/vial,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-e3d7d389fe49a56b5f0da1ef,MARKET,10690,Benzathine Penicillin,6 lac units/vial,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-9883a76bf9a3ccf0b7f8209b,MARKET,10747,Macrogol [Polypropylene glycol] + Electrolytes,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-ada8b3620a81ba7202cdfa62,MARKET,10793,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-b88b925ea643b31c00aafde5,MARKET,10845,Liposome + Perilla + Sodium Hyaluronate,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-6e760eb5dbe5c315b5557671,MARKET,10974,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-0bfffd2d6a7440a50ae2f634,MARKET,10988,Multivitamin & Multimineral [A-Z silver preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-bc3e2cddb1f4ddb63376ee18,MARKET,10989,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-19db7e06d594b8762a4a1b27,MARKET,11192,Menthol + Thymol + Eucalyptol  + Methyl Salicylate,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-6603474a897d85029be9091e,MARKET,11193,Menthol + Thymol + Eucalyptol  + Methyl Salicylate,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-0a5df1ab819da65ed42d7163,MARKET,11199,Menthol + Thymol + Eucalyptol  + Methyl Salicylate,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-f1ddf0fc26e5b93f31e9eb19,MARKET,11200,Menthol + Thymol + Eucalyptol  + Methyl Salicylate,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-fe16294380fd735115421a35,MARKET,11217,Multivitamin & Multimineral [A-Z syrup preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-8152d1de4c6aedf9c31386dd,MARKET,11222,Iron Polymaltose Complex + Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-2cd76139a26e8f1a04e39119,MARKET,11259,Super antioxidant [vitamins & minerals],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-dd6d92b3a828bdea9bd6d480,MARKET,11540,"Vitamin C, Vitamin E, Lutein, Copper & Zinc",,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-c75cc2691018d6325b2dd764,MARKET,11577,Multivitamin with L-Lysine,,FAILED,MISSING_STRENGTH
SRCM-b1b7cc6564c81728723e928c,MARKET,11581,Multivitamin with L-Lysine,,FAILED,MISSING_STRENGTH
SRCM-fd9bd2b8af8efd023e8dfa5a,MARKET,11585,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-316b67b934eaf27b560f8f66,MARKET,11586,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-828402174915854cc773e917,MARKET,11587,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-a6154dc41f328dd5ad24a042,MARKET,11588,Multivitamin with L-Lysine,,FAILED,MISSING_STRENGTH
SRCM-ec3434e6fb78ea0f5b161ce7,MARKET,11595,"Vitamin C, Vitamin E, Lutein, Copper & Zinc",,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-83e74a96fdd7e2f10a518763,MARKET,11618,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-aa16582e98067983ef7405a2,MARKET,11619,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-ae23ee3399f5eec335021f56,MARKET,11628,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-7700fb522cd272440ea51b45,MARKET,11645,Macrogol [Polypropylene glycol] + Electrolytes,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-9724a4916d8f623f44399b2c,MARKET,11649,Macrogol [Polypropylene glycol] + Electrolytes,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-efcf38e8f6f4560a23824987,MARKET,11655,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-1393b413c5f6d05fb8d38b1d,MARKET,11659,Apis mellifica + Gelsemium sempervirens + Gnaphalium,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-6557aedc2e24e5ddf0232ccb,MARKET,11701,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
