source_record_id,source_name,source_row_number,generic_original,strength_original,parse_status,parse_reason
SRCM-e7ac294a4f60ce25aced3ddf,MARKET,2115,"Vitamin C, Vitamin E, Lutein, Copper & Zinc",,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-658163bfed8a1c220f0b4c8f,MARKET,2116,Multivitamin & Multimineral [A-Z silver preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-697f4c028512c5862fac73a3,MARKET,2117,Multivitamin & Multimineral [A-Z juniors syrup preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-04b22c1ad16fe8c02aeebdc6,MARKET,2118,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-463883626f81d530090ab264,MARKET,2119,Multivitamin & Multimineral,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-f2db9c22d42c2ccc7e70527b,MARKET,2126,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-031694f0ea1f5fd77934b345,MARKET,2150,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-eaae0cd3f5c5060b14e56149,MARKET,2151,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-89571d74bb64718858ad505d,MARKET,2152,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-5feeeab0a653d016e41ae3e4,MARKET,2154,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-af78400e187ddbcdf47478f8,MARKET,2155,Balanced Salt Solution,,FAILED,MISSING_STRENGTH
SRCM-0d38450a579e61635eda9fbf,MARKET,2157,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-18746888c36be439e3340ccd,MARKET,2158,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-1de18d7cf9daf0d5a8e39403,MARKET,2159,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-59c415cb36ff7fce4f3787dd,MARKET,2255,Iron Polymaltose Complex + Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-4b938bacfb2ef0a05d29b852,MARKET,2256,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-bb8b68ae4e245e92d21cbf33,MARKET,2257,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-98643b7739bf92793e312b78,MARKET,2265,Vitamin B complex + Vitamin C,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-f71b3f002d13d38f5d8d5b47,MARKET,2266,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-f9694df66ac5640c34006961,MARKET,2268,Multivitamin & Multimineral,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-88244f0ec63e409ef15c52f5,MARKET,2269,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-9bb8f2f4ab49f2350ea30e87,MARKET,2270,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-a42c8c33c7bb0231d237be1d,MARKET,2273,Iron Polymaltose Complex + Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-cfee20c2921a549df4353723,MARKET,2274,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-699ef81ef3817f2f06da2b36,MARKET,2276,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-d57bf5fca3666ebb8a8bf1ea,MARKET,2284,Super antioxidant [vitamins & minerals],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-a6af6a2d68d219fc4b732acc,MARKET,2286,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-600d6eb87b729b139e4d8eec,MARKET,2314,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-170ba4d2624ffe9a4327fa08,MARKET,2315,Multivitamin & Multimineral,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-036feb3ee0c668dec55c221f,MARKET,2316,Multivitamin & Multimineral [A-Z silver preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-2e0284d553a9c02a299c7200,MARKET,2317,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-e6887209de01ebc6a16ef520,MARKET,2353,Benzathine Penicillin,12 lac units/vial,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-1b9dfa0c562d707864db5299,MARKET,2358,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-3ebbd1a8c866aace157a3ad7,MARKET,2359,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-3e63ba5b78d4b81fb115605d,MARKET,2360,Multivitamin & Multimineral,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-f81b195b9ec90e4d5e24ee75,MARKET,2361,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-a1a18d45af52eae994062548,MARKET,2362,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-8fe7848666f6af9acd1d0397,MARKET,2384,Iron + Folic acid + Vitamin B complex + Vitamin C,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-664b708d123ac530166eb8f6,MARKET,2393,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-ca59c7d880b1457531a8f212,MARKET,2471,Multivitamin & Multimineral [For nursing mother],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-906242000251145b8114156a,MARKET,2535,Multivitamin & Multimineral [A-Z silver preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-0041b633fb04be7833f1800a,MARKET,2536,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-920c688b6372e2e550302fd5,MARKET,2537,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-e1e96f1b0d5882355f57e116,MARKET,2558,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-14fce932ef8aa017a09892e6,MARKET,2583,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-18689f6cde251bdb19c9897f,MARKET,2587,Iron Polymaltose Complex + Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-0601da29982023aed47db358,MARKET,2588,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-b25b1915d87dd781ba3aa9b4,MARKET,2589,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-ff7fcfc736939e2daaf0bfde,MARKET,2592,Iron + Folic acid + Vitamin B complex + Vitamin C,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-181cc78a04e239c8848a7aa2,MARKET,2594,Multivitamin & Multimineral [A-Z teen girls preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-e1de7f9802ff336ee27dda36,MARKET,2595,Multivitamin & Multimineral [A-Z teen boys preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-a8a4612c81d5a3e220d64122,MARKET,2599,Probiotic Combination [14 strains],,FAILED,MISSING_STRENGTH
SRCM-f781af05f006678b1c49c931,MARKET,2633,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-6d4b6ff58771141368e65010,MARKET,2666,Multivitamin & Multimineral,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-ad7391979d961305137b01c0,MARKET,2667,"Vitamin C, Vitamin E, Lutein, Copper & Zinc",,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-e162f21e46d14f499ce775c7,MARKET,2668,Multivitamin & Multimineral [A-Z silver preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-71b5e9e8b4ab120daf7aafae,MARKET,2669,Multivitamins & Multiminerals [A-Z prenatal preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-e45c439d6a391e8f3ea4ee77,MARKET,2670,Iron Polymaltose Complex + Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-53c62a32631fc5d4a2684f6a,MARKET,2671,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-f66903da242dd73874b9821a,MARKET,2672,Multivitamin [Pediatric preparation],,FAILED,MISSING_STRENGTH
SRCM-76845e4cc00baddf8fac4e00,MARKET,2673,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-17f65dd945a31112365bac24,MARKET,2674,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-b7e3a04ca4aded5484c119cf,MARKET,2686,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-a2e9ac74c389aa2164f50a27,MARKET,2687,"Vitamin B1, B6 & B12",(100 mg+100 mg+1 mg)/3 ml,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-e0b6a58c7eb6b4731f8fb0db,MARKET,2715,Iron Polymaltose Complex + Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-478b0e0ebd44d7a96fd4b5c8,MARKET,2716,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-5ad187a3e6026d35524bd362,MARKET,2751,Ibandronic Acid & Calcium Orotate,150 mg+400 mg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-134eb578c4787baafff3f832,MARKET,2779,Iron Polymaltose Complex + Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-9cf92d767cd0a6a31b63cb51,MARKET,2791,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-e1fa4aa981a597edd8271075,MARKET,2792,"Vitamin B1, B6 & B12",(100 mg+100 mg+1 mg)/3 ml,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-946bbc55ca3797f2c482e286,MARKET,2797,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-8552d8388935104f5be1f5b1,MARKET,2800,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-c46b3941e5b7a9a4c25e095a,MARKET,2804,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-a9adb66a3e1ede78f3cb80c7,MARKET,2831,Multivitamin & Multimineral,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-abe2b9e731a6c2a91373a421,MARKET,2832,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-2135600c57e0e323a215fe7c,MARKET,2840,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-c6d98e35d2cf7d762016345d,MARKET,2845,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-c2b5cb2f0676fdd4c60b7f05,MARKET,2951,Balanced Salt Solution,,FAILED,MISSING_STRENGTH
SRCM-fa10aee2443a99843e29a82d,MARKET,3041,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-8e34d3c6077f8aa8418e19ec,MARKET,3051,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-636748f73b728b2b63d3666d,MARKET,3052,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-cd6a4708f84113dbd258c36a,MARKET,3074,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-0cfa49a70816e1a6b2a15d78,MARKET,3096,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-b8d1a5212c4be7a7db834cfa,MARKET,3097,Calcium + Vitamin D3 + Vitamin C + Vitamin E + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-5c8b3fd82822b43668c3c9cd,MARKET,3098,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-5009c6418bdd1795ffd4bb0e,MARKET,3118,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-a4d1bf2774bf1f0a7e1bcab8,MARKET,3129,Ibandronic Acid & Calcium Orotate,150 mg & 400 mg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-803c9705203ebf08f25cb0d5,MARKET,3132,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-e2a959b18a5720851e741a3b,MARKET,3184,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-0db20ff5bda7beaf02746e44,MARKET,3196,Ibandronic Acid & Calcium Orotate,150 mg & 400 mg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-af809cb9a03f83743b8312d8,MARKET,3209,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-0ea9a866f0aa51618ad8086f,MARKET,3213,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-68c2eed6dc112688ca416efd,MARKET,3228,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-994909f5f80bc268ca0d8f54,MARKET,3244,Acacia + Dates + Asparagus + Edible Pine,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-884f2f2a931501f3a52a8c66,MARKET,3319,Carbonyl Iron + Folic Acid + Zinc Sulfate + Vitamin B Complex + Vitamin C,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-14f588fd22befd4201b1294d,MARKET,3323,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-a73e7e7d542674d95b37d72f,MARKET,3328,Iron + Folic Acid + Vitamin B Complex + Vitamine C + Zinc Sulfate,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-9737fb5570314e241cac182e,MARKET,3355,Enoxaparin Sodium,6000 Anti-Xa IU/0.6 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-7761b478194a0d782804e76f,MARKET,3356,Enoxaparin Sodium,4000 Anti-Xa IU/0.4 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-8463bdf2de0f60b2b9ad1c40,MARKET,3357,Enoxaparin Sodium,8000 Anti-Xa IU/0.8 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-e2072d2509477fa6e8cc433b,MARKET,3461,Hartmann's Solution,,FAILED,MISSING_STRENGTH
SRCM-dea611929b8f429808e5f4f3,MARKET,3466,Sodium Succinate + Cytochrome C + Adenosine + Nicotinamide,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-9c6a450aae121ee698c56439,MARKET,3469,Sodium Succinate + Cytochrome C + Adenosine + Nicotinamide,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-4723cfa0609c8fa85923c73a,MARKET,3474,Sodium Succinate + Cytochrome C + Adenosine + Nicotinamide,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-a75c529594ed1a9a90683173,MARKET,3883,Multivitamin & Multimineral [A-Z silver preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-1ca2e329df8ed40542bc662e,MARKET,3884,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-e9007bc2afb3471f8c3b8753,MARKET,3885,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-ab6f3e3f8d500e4c0c28f094,MARKET,3928,Human Papillomavirus Bivalent (Types 16 & 18),0.5 ml/dose,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-1f4d9e8a480506cddf52c3be,MARKET,3930,Multivitamin & Multimineral [A-Z gold preparation],,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-ab377a3b0c967ad15b19bc80,MARKET,4017,Cholera Saline,,FAILED,MISSING_STRENGTH
SRCM-6043f6c828c9467753117f23,MARKET,4075,Cholera Saline,,FAILED,MISSING_STRENGTH
SRCM-3726e5ff75ec2587791bbe86,MARKET,4076,Cholera Saline,,FAILED,MISSING_STRENGTH
SRCM-3cd045d55905d2da5eed82bb,MARKET,4279,Carbonyl Iron + Folic Acid + Zinc Sulfate + Vitamin B Complex + Vitamin C,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-4aa038a6d3d419c2e64c5e32,MARKET,4332,Enoxaparin Sodium,6000 Anti-Xa IU/0.6 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-69eb91a90960adf7a7aafc24,MARKET,4333,Enoxaparin Sodium,4000 Anti-Xa IU/0.4 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-e0fe701985b3be038fd8fa3b,MARKET,4364,Enoxaparin Sodium,2000 Anti-Xa IU/0.2 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-72af2467788e8f4e05119525,MARKET,4365,Enoxaparin Sodium,8000 Anti-Xa IU/0.8 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-47f35aea52df71c1f11db82b,MARKET,4366,Enoxaparin Sodium,6000 Anti-Xa IU/0.6 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-e3a064e5915ce07ceb4d2e40,MARKET,4367,Enoxaparin Sodium,4000 Anti-Xa IU/0.4 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-50a1e27578083b794c008a0a,MARKET,4368,Enoxaparin Sodium,2000 Anti-Xa IU/0.2 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-419d3a8ec5095f12f64cd524,MARKET,4369,Enoxaparin Sodium,4000 Anti-Xa IU/0.4 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-a901f6248f6263f0eac9d0f3,MARKET,4370,Enoxaparin Sodium,6000 Anti-Xa IU/0.6 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-4633d7f497c395a27ecdd3e5,MARKET,4371,Enoxaparin Sodium,8000 Anti-Xa IU/0.8 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-97933e713ecbcdb92044abeb,MARKET,4382,Eucalyptol + Menthol + Methyl Salicylate + Thymol + Sodium Fluoride,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-66e3d758a6716848948b40f2,MARKET,4383,Menthol + Thymol + Eucalyptol  + Methyl Salicylate,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-c6b12a1b26c9319771a7fbe7,MARKET,4384,Menthol + Thymol + Eucalyptol  + Methyl Salicylate,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-0b97ceac255eb78615f85d81,MARKET,4440,Amino Acid + D-Sorbitol + Electrolytes,5%,AMBIGUOUS,INGREDIENT_STRENGTH_COUNT_MISMATCH
SRCM-703e3ff6de896f600c969671,MARKET,4441,Amino Acid + D-Sorbitol + Electrolytes,5%,AMBIGUOUS,INGREDIENT_STRENGTH_COUNT_MISMATCH
SRCM-c587881ed1768a24c00e04c3,MARKET,4442,Amino Acid + Glucose + Electrolytes,7%+10%,AMBIGUOUS,INGREDIENT_STRENGTH_COUNT_MISMATCH
SRCM-fe646ef04b2397a91568cbbf,MARKET,4478,Biphasic Insulin Aspart [rDNA],30%+70%,AMBIGUOUS,INGREDIENT_STRENGTH_COUNT_MISMATCH
SRCM-048fcc44e36a8f8093f9a7ef,MARKET,4509,Biphasic Insulin Aspart [rDNA],30%+70%,AMBIGUOUS,INGREDIENT_STRENGTH_COUNT_MISMATCH
SRCM-29eb48bf7281ef10595ca24d,MARKET,4564,Enoxaparin Sodium,8000 Anti-Xa IU/0.8 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-e1a649237f8cde5189b2c27d,MARKET,4565,Enoxaparin Sodium,4000 Anti-Xa IU/0.4 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-b268824c386f9e5a77689b4f,MARKET,4566,Enoxaparin Sodium,6000 Anti-Xa IU/0.6 ml,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-e6533f860b0179a73f69a648,MARKET,4582,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-2974efa904da3facdea6d4fe,MARKET,4610,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-7d01236e58c1a5d422aac7c5,MARKET,4611,Cod Liver Oil,600 IU+85 IU+0.3 IU,AMBIGUOUS,INGREDIENT_STRENGTH_COUNT_MISMATCH
SRCM-01a1b37ddeb6c19fc31fbd70,MARKET,4612,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-8a0cf54f44a38f4e56e88845,MARKET,4613,Multivitamin & Multimineral,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-e7af826ffcd5c0b859c9b217,MARKET,4614,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-b4b9a62337192bd825160175,MARKET,4615,Cod Liver Oil,600 IU+85 IU+0.3 IU,AMBIGUOUS,INGREDIENT_STRENGTH_COUNT_MISMATCH
SRCM-a2eb19ad18c4b704519f19f3,MARKET,4619,Cod Liver Oil,600 IU+85 IU+0.3 IU,AMBIGUOUS,INGREDIENT_STRENGTH_COUNT_MISMATCH
SRCM-02444a0f35867b33fde6fd22,MARKET,4620,Multivitamin & Cod Liver Oil,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-db2ab88099450f86bd77a5fd,MARKET,4621,Cod Liver Oil,600 IU+85 IU+0.3 IU,AMBIGUOUS,INGREDIENT_STRENGTH_COUNT_MISMATCH
SRCM-0d62f2e92e0a0a0c0531af79,MARKET,4622,Cod Liver Oil,600 IU+85 IU+0.3 IU,AMBIGUOUS,INGREDIENT_STRENGTH_COUNT_MISMATCH
SRCM-7b8d6f75e0dc50f55a2bbed2,MARKET,4679,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-6eed87846395e21673347865,MARKET,4683,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-bfd09209dfa1ecc1cb62ff56,MARKET,4688,Procaine Penicillin + Benzyl Penicillin,(3 lac unit+1 lac unit)/vial,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-e1f9cab8085e5c179f84c2d5,MARKET,4719,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-839a6320f53237d98cd9f1ca,MARKET,4723,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-470e9dd677bcf4ae7acc2162,MARKET,4739,Vitamin B Complex + Zinc,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-3d15133c808960b5a2abb893,MARKET,4740,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-908ff4c0263c18c51b78d6e1,MARKET,4781,Calcium Lactate Gluconate + Coral Calcium + Vitamin C + Vitamin D3,1000+327 mg+500 mg+400 I.U.,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-aca366b6aecca1fce639f4cc,MARKET,4818,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-45e0ab8b9370098c6087aee5,MARKET,4849,Calcium Carbonate + Vitamin D3 + Multimineral,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-eaabe08d8212f50e9951d971,MARKET,4865,Iron + Folic acid + Vitamin B complex + Vitamin C,,AMBIGUOUS,AMBIGUOUS_COMBINATION_STRENGTH
SRCM-ed9c58469aa92702ebbeea97,MARKET,4867,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-e59a94e65ae9cbe064933715,MARKET,4898,Multivitamin [Adult preparation],,FAILED,MISSING_STRENGTH
SRCM-c005cb55e5ad6079f1b4c5fb,MARKET,4899,COVID Vaccine,,FAILED,MISSING_STRENGTH
SRCM-add4ed20e7599c77a08f9dd6,MARKET,4952,Vincristine Sulfate,2 mg/vail,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-7a28572d256693c21fbc8cb7,MARKET,4953,Vincristine Sulfate,1 mg/vail,FAILED,UNSUPPORTED_STRENGTH_PATTERN
SRCM-1e14299d55c97e06e0db06b7,MARKET,4970,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-51677b1f8476787d3fa22adf,MARKET,4981,"Vitamin B1, B6 & B12",100 mg+200 mg+200 mcg,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-01993ea254b3f3699bbaef2d,MARKET,5006,Multivitamin & Multimineral,,AMBIGUOUS,AMBIGUOUS_INGREDIENT_SEPARATOR
SRCM-68f4283e2290a395aaea079e,MARKET,5007,Vitamin B complex,,FAILED,MISSING_STRENGTH
SRCM-f147e353ca9ff3c5f9a7f974,MARKET,5008,Vitamin B complex,,FAILED,MISSING_STRENGTH
